GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,residuals,perc_area_flood,N_perc_area_flood
G24000504114093,1255,159900,1353.305976,31.23187251,2,1.784063745,0.15508122,0.841174183,0.552159943,0.310227023,6533.835938,0,0
G24000504114101,464,177875,1852.377155,35.42456897,1.962284483,2.049568966,0.294778238,0.815520942,0.570170752,0.416628597,-32115.08364,0,0
G24000504114102,597,172900,1575.559464,37.21943049,1.976549414,2.020100503,0.217293086,0.804538984,0.563358623,0.404819071,-10113.12994,0,0
G24000504114103,548,170400,1543.764599,33.5419708,1.856751825,1.912408759,0.208393258,0.827039721,0.620567211,0.36166146,-13622.6138,0,0
G24000504201001,562,100500,1062.161922,70.37544484,1.408362989,1.291814947,0.073585919,0.601672111,0.83469249,0.112957656,-3470.634154,0.048174656,0.076060084
G24000504201002,522,89750,1040.181992,70.2816092,1.657088123,1.181992337,0.067433429,0.60224625,0.715915361,0.068946098,9655.408159,0,0
G24000504201003,267,124500,1113.561798,66.41573034,1.140449438,1.367041199,0.087973465,0.625899839,0.962632928,0.143104678,-8046.103963,0.112547819,0.177695025
G24000504202001,722,93500,986.3102493,66.28393352,2,1.173130194,0.052353973,0.626706245,0.552159943,0.065394582,36328.93443,0,0
G24000504202002,477,224335,1540.264151,34.23899371,2.339622642,1.786163522,0.207413434,0.822774949,0.389975278,0.311068512,78738.06474,0,0
G24000504203011,534,85000,989.3146067,61.11423221,2,1.074906367,0.053194935,0.658337343,0.552159943,0.026031252,29548.4106,0,0
G24000504203021,315,89000,1045.377778,61.07619048,2,1.171428571,0.068887802,0.658570104,0.552159943,0.064712655,22902.00146,0,0
G24000504203022,489,90000,1070.388548,62.33742331,2,1.137014315,0.075888667,0.650853182,0.552159943,0.050921095,24982.39374,0,0
G24000504203031,460,118677.5,1281.391304,64.18913043,1.685869565,1.282608696,0.134951296,0.639523411,0.702170964,0.109268239,9345.820556,0,0
G24000504204011,916,73000,1009.620087,66.09934498,2,1.104803493,0.058878724,0.62783566,0.552159943,0.038012565,17999.70347,0,0
G24000504204012,412,84950,1179.407767,53.29126214,1.981796117,1.339805825,0.106404675,0.70620261,0.560853093,0.132190065,-9995.709869,0,0
G24000504204013,442,78675,1044.135747,64.36199095,2,1.095022624,0.06854014,0.638465755,0.552159943,0.034092869,20046.73586,0,0
