GISJOIN,TotalTransactions,MedianSalesPriceAmount,MeanSqfeet,MeanAge,MeanNoOfStories,MeanFullBathNumber,perc_area_flood,N_MeanSqfeet,N_MeanAge,N_MeanNoOfStories,N_MeanFullBathNumber,N_perc_area_flood,residuals
G24051002501034,245,76000,1157.677551,80.57142857,1.906122449,1.2,0,0.112134885,0.539287431,0.593690215,-0.922202582,1,4366.347884
G24051002502031,154,45000,956.6753247,63.87012987,2,1.175324675,0.024234908,0.049246606,0.641475234,0.548492448,-0.932303498,0.961736952,-20234.55323
G24051002502032,201,35000,880.278607,68.92537313,2,1.009950249,0,0.025344093,0.610544453,0.548492448,-1,1,-10661.8621
G24051002502041,33,54550,1117.909091,31,1.954545455,1.121212121,0,0.099692386,0.842592907,0.570376742,-0.954454629,1,-45560.10373
G24051002502042,226,22750,799.2743363,76.2699115,1.973451327,1.017699115,0,0,0.565606497,0.561274425,-0.996827979,1,-14402.79053
G24051002502051,46,77750,1607.673913,81.5,1.652173913,1.652173913,0,0.252926843,0.533605917,0.715954876,-0.737103877,1,-66163.45202
G24051002502052,494,58000,999.8380567,59.31781377,1.989878543,1.026315789,0,0.062751083,0.669328827,0.553365469,-0.993300718,1,-4075.857059
G24051002502053,569,53000,1029.901582,64.4745167,1.98857645,1.015817223,0,0.072157164,0.63777726,0.553992367,-0.997598337,1,-6135.424426
G24051002502054,990,52500,1137.151515,70.26565657,1.947474747,1.101010101,0.169413829,0.105712831,0.602343857,0.573780966,-0.962724385,0.732522632,-13759.53758
G24051002502055,154,52000,1074.694805,65.23376623,1.785714286,1.077922078,0,0.086171779,0.633131751,0.651661265,-0.972175534,1,-25432.2279
G24051002502061,459,61000,1267.189542,89.08496732,1.986928105,1.283224401,0.018824097,0.14639829,0.487196882,0.55478597,-0.888134432,0.970279758,-11099.11119
G24051002502062,495,64916,1073.418182,75.71313131,1.926262626,1.129292929,0.009180729,0.085772357,0.569013187,0.583993637,-0.951146727,0.985505096,698.5166442
G24051002502063,373,70000,1214.227882,79.12600536,1.77613941,1.335120643,0,0.129827988,0.548131332,0.656271132,-0.866890554,1,-23150.20786
G24051002502072,135,45000,1040.222222,66.47407407,1.988888889,1.051851852,0.053677212,0.07538622,0.62554286,0.553841942,-0.982847457,0.915252258,-14701.66093
G24051002503011,835,30251,1166.94491,98.5760479,1.998802395,1.058682635,0.011873278,0.115034397,0.429125191,0.54906904,-0.980051256,0.981253991,-12247.55324
G24051002503012,332,47000,1129.003012,67.13855422,1.99246988,1.093373494,0.026156816,0.10316338,0.621477202,0.552117858,-0.965850452,0.958702566,-20602.65277
G24051002503031,451,54425,994.9667406,82.14855876,2,1.059866962,0.34520968,0.061226977,0.529637675,0.548492448,-0.979566448,0.454969071,15039.8625
G24051002503032,720,55000,951.4541667,80.54166667,2,1.063888889,0,0.047613043,0.539469531,0.548492448,-0.977920061,1,10545.92162
G24051002503033,331,55000,1235.984894,98.55891239,1.963746224,1.226586103,0,0.136635181,0.429230035,0.565946991,-0.911319484,1,-5530.887473
G24051002504011,982,46865,1155.311609,85.07433809,1.988798371,1.348268839,0,0.111394644,0.511736135,0.553885522,-0.861508302,1,-26498.17575
G24051002504012,492,61250,1324.703252,97.22154472,1.895325203,1.292682927,0,0.164392809,0.437412792,0.598888598,-0.884262557,1,-14211.78651
G24051002504013,458,50582.5,1243.727074,89.21615721,1.947598253,1.417030568,0.032313065,0.139057505,0.48639419,0.573721503,-0.833360489,0.948982833,-31379.18229
G24051002504021,1015,41000,1031.735961,80.05615764,2,1.479802956,0,0.072731093,0.542440144,0.548492448,-0.807664429,1,-37460.75623
G24051002504022,124,35775,1110.580645,79,2,2.040322581,0,0.097399509,0.548902302,0.548492448,-0.578214093,1,-87091.51502
G24051002504023,621,60000,1097.347826,73.92914654,1.875201288,1.455716586,0,0.09325931,0.579928594,0.608577347,-0.817524255,1,-32860.85019
G24051002504024,688,51380.5,1125.168605,83.85755814,1.992005814,1.23255814,0.156015732,0.101963696,0.519181069,0.552341284,-0.908874813,0.753676087,-10179.18547
G24051002505002,33,50944,1568.757576,82.12121212,2,1.96969697,0.010249158,0.240750951,0.529804996,0.548492448,-0.607124892,0.983818216,-91566.69463
G24051002505003,1240,45000,1248.214516,87.98870968,1.956451613,1.302419355,0,0.140461506,0.493904394,0.569459014,-0.880276922,1,-30295.60756
G24051002505004,701,43000,1112.900143,77.55349501,1.989300999,1.582025678,0,0.098125218,0.557752822,0.55364353,-0.765819261,1,-49976.09892
G24051002505005,791,45000,965.7395702,74.76864728,1.93931732,1.204804046,0,0.052082568,0.574792063,0.577708396,-0.920236032,1,-18207.24421
G24051002601011,464,100500,1643.4375,96.58405172,1.865301724,1.693965517,0.039068339,0.264116323,0.441313327,0.613343536,-0.719996363,0.938317335,-23299.22251
G24051002601012,430,90750,1282.062791,76.95116279,1.76744186,1.344186047,0,0.151051736,0.561438224,0.660458606,-0.863179605,1,-9284.05073
G24051002601013,206,88150,1405.169903,62.31067961,1.609223301,1.611650485,0,0.189568695,0.651016815,0.736633641,-0.75369226,1,-58614.95501
G24051002601014,382,87500,1415.146597,75.40575916,1.653141361,1.465968586,0.020555566,0.192690139,0.57089386,0.715489094,-0.813327569,0.967546046,-36460.44509
G24051002601015,593,84000,1392.074199,89.0084317,1.770657673,1.482293423,0.068116402,0.185471396,0.48766517,0.658910339,-0.806644949,0.892455084,-21229.56647
G24051002601021,493,67900,1161.456389,61.65517241,1.990872211,1.154158215,0,0.113317184,0.655027571,0.552887063,-0.94096805,1,-10733.3454
G24051002601022,387,71000,1165.007752,61.84754522,1.996124031,1.167958656,0.010706878,0.114428311,0.653850528,0.55035855,-0.935318799,0.98309555,-8151.622612
G24051002601023,292,84700,1321.284247,69.45890411,1.613013699,1.417808219,0,0.163323092,0.607280015,0.734808737,-0.833042155,1,-37768.19234
G24051002601024,545,79900,1215.26789,73.01284404,1.511009174,1.326605505,0.016641502,0.130153379,0.585535041,0.783919272,-0.870376251,0.973725726,-32845.43116
G24051002601025,878,81250,1349.258542,85.98633257,1.672551253,1.489749431,0,0.172075509,0.506156047,0.706144115,-0.803592811,1,-31315.99443
G24051002602011,646,80950,1381.03096,90.36687307,1.849845201,1.526315789,0,0.182016258,0.479353472,0.620785148,-0.788624266,1,-22153.66056
G24051002602012,476,79900,1345.804622,76.59243697,1.69012605,1.535714286,0.006911593,0.170994869,0.563633107,0.697682649,-0.784776964,0.989087699,-41913.87687
G24051002602013,528,74351.5,1143.660985,85.41098485,1.714015152,1.359848485,0,0.107749472,0.509676343,0.686181135,-0.856768141,1,-15015.94064
G24051002602014,49,79900,1516.44898,83.53061224,1.734693878,1.530612245,0.000371963,0.224384974,0.521181505,0.676225269,-0.786865499,0.999412729,-43702.13376
G24051002602021,603,57000,1082.736318,82.49917081,1.936981758,1.437810945,0,0.088687756,0.527492436,0.578832863,-0.824853981,1,-23349.94799
G24051002602023,912,62000,1011.089912,65.12609649,2,1.085526316,0,0.066271491,0.633790534,0.548492448,-0.969062717,1,330.4470895
G24051002602024,786,63900,1243.152672,82.0394402,2,1.527989822,0.072624765,0.138877789,0.530305322,0.548492448,-0.787938996,0.8853371,-27600.6718
G24051002602031,390,64790,1146.338462,61.44871795,1.994871795,1.076923077,0,0.108587184,0.656290774,0.550961445,-0.972584478,1,-7514.946985
G24051002602032,498,67650,1077.062249,64.73493976,1.831325301,1.142570281,0,0.08691249,0.636183848,0.629701637,-0.945711604,1,-12120.33976
G24051002603011,692,56000,1255.799133,93.16618497,2,1.212427746,0,0.142834532,0.462225731,0.548492448,-0.917115248,1,-6851.646858
G24051002603012,573,60000,1212.21466,83.10994764,1.998254799,1.268760908,0,0.129198104,0.523755365,0.549332682,-0.894055105,1,-12218.74013
G24051002603013,516,58000,1165.277132,79.88372093,1.98255814,1.484496124,0.050559838,0.114512593,0.543495208,0.55688991,-0.805743267,0.920174094,-28979.48201
G24051002603014,602,53250,1126.936877,84.89534884,2,1.323920266,0.066368132,0.102516941,0.51283129,0.548492448,-0.871475461,0.895215323,-15049.11897
G24051002603015,649,59900,1166.231125,82.41448382,1.956856703,1.389830508,0.039319546,0.114811072,0.528010598,0.569263982,-0.844494912,0.937920719,-20278.86313
G24051002603021,384,57750,933.578125,68.3515625,2,1.0703125,0,0.042020103,0.614055345,0.548492448,-0.975290537,1,4283.514777
G24051002603022,608,56000,885.7894737,68.44078947,2,1.042763158,0,0.027068298,0.613509405,0.548492448,-0.98656794,1,7351.599556
G24051002603023,411,60000,1018.321168,65.39902676,2,1.136253041,0,0.068533959,0.632120595,0.548492448,-0.948297585,1,-5402.893481
G24051002603024,1091,59000,995.7855179,71.21081577,2,1.247479377,0,0.06148315,0.596560849,0.548492448,-0.902766761,1,-8193.038452
G24051002603025,537,59000,1155.739292,74.07635009,2,1.616387337,0,0.111528455,0.579027921,0.548492448,-0.751753216,1,-41019.72794
G24051002603026,499,57000,1202.04008,79.7755511,2,1.569138277,0,0.126014747,0.544157051,0.548492448,-0.771094756,1,-37987.89737
G24051002603031,30,153105,1635.1,8.766666667,2.7,1.8,0,0.26150774,0.978628764,0.21147431,-0.676590839,1,1478.427548
G24051002604021,348,70500,1342.215517,48.4683908,2.099137931,1.316091954,0,0.169871933,0.73571161,0.500762046,-0.874680004,1,-34145.05428
G24051002604022,183,177570,1502.830601,29.59562842,2.278688525,1.710382514,0.004021021,0.220124144,0.851185631,0.414316608,-0.713276018,0.99365145,31758.42284
G24051002604031,185,69000,1143.437838,58.76216216,2,1.091891892,0,0.107679655,0.672728611,0.548492448,-0.96645695,1,-5991.689074
G24051002604042,391,35000,1175.347826,113.3606138,2.035805627,1.071611253,0.067300064,0.117663447,0.338665022,0.531253668,-0.974758889,0.893743952,5938.138257
G24051002604043,1098,45313.5,1146.583789,106.2668488,2.014571949,1.278688525,0.024289328,0.10866394,0.382068608,0.541476718,-0.889991206,0.961651032,-4021.262413
G24051002605011,1117,71900,1112.342883,79.90778872,2.003581021,1.497761862,0,0.097950867,0.543347948,0.546768349,-0.800312899,1,-12497.15895
G24051002605012,491,63900,1125.812627,86.9287169,2,1.362525458,0,0.102165193,0.500390018,0.548492448,-0.855672314,1,-6578.4979
G24051002605013,538,69900,957.1951673,72.6394052,1.93401487,1.135687732,0,0.049409251,0.587819947,0.580261284,-0.948528996,1,10002.128
G24051002606041,106,51250,861.5283019,66.24528302,1.990566038,1.047169811,0,0.019477619,0.62694273,0.553034471,-0.984764064,1,1446.914339
G24051002606042,208,49350,1138.067308,78.77884615,2,1.533653846,0,0.105999359,0.550255444,0.548492448,-0.785620411,1,-40166.41588
G24051002606043,71,43500,869.5774648,67.09859155,2,1.084507042,0,0.021995989,0.621721716,0.548492448,-0.96947996,1,-8142.795259
G24051002606051,461,92000,1307.370933,72.88069414,1.729934924,1.370932755,0.054048274,0.158969984,0.586343607,0.678516489,-0.852230762,0.91466641,-15856.62916
G24051002606052,730,54862,1006.519178,69.19452055,1.880136986,1.164383562,0.041721235,0.064841429,0.60889766,0.606201033,-0.936782275,0.934128837,-15105.45492
G24051002606053,222,53250,938.7252252,69.46846847,1.963963964,1.067567568,0,0.043630494,0.607221495,0.565842159,-0.976414183,1,-1568.395919
G24051002606054,322,56694.5,1127.388199,90.99689441,1.906832298,1.273291925,0,0.102658148,0.475498653,0.593348455,-0.89220032,1,-9951.454136
G24051002606055,70,123750,1432.414286,98.82857143,2.214285714,1.828571429,0,0.198092742,0.427580112,0.44532363,-0.664895042,1,24737.61489
G24051002607001,696,65050,1325.795977,83.41235632,2.204022989,1.656609195,0,0.164734693,0.521905061,0.450264665,-0.735288282,1,-28482.1406
G24051002607002,664,65867.5,1304.289157,85.64608434,2.156626506,1.465361446,0,0.158005778,0.508237875,0.473083914,-0.813576104,1,-14141.17303
G24051002608001,1071,45000,1091.684407,101.1811391,2,1.211951447,0,0.091487376,0.413185799,0.548492448,-0.917310223,1,-1748.966113
G24051002608002,965,57500,1232.85285,100.5595855,2.010362694,1.335751295,0,0.135655247,0.416988808,0.543503282,-0.866632395,1,-6098.314676
G24051002609001,742,128500,1327.592992,100.7708895,2.049865229,1.676549865,0,0.165296932,0.415695933,0.52448461,-0.727125511,1,38122.16894
G24051002609002,683,144000,1262.20937,102.5417277,2.008784773,1.604685212,0,0.144840126,0.404860964,0.544262979,-0.756543515,1,61471.78497
G24051002609003,715,154800,1390.257343,110.7454545,2.20979021,1.944055944,0,0.184902949,0.354666016,0.447488011,-0.61762112,1,59423.8174
G24051002610001,704,35700,1069.632102,93.90767045,1.998579545,1.140625,0,0.084587793,0.457688911,0.549176332,-0.946507911,1,-10619.16284
G24051002610002,710,38363,1058.576056,93.07605634,1.995774648,1.126760563,0,0.081128649,0.462777188,0.550526762,-0.952183358,1,-7159.759616
G24051002610003,689,50000,1345.843251,104.8867925,2.017416546,1.502177068,0,0.171006955,0.390512558,0.540107174,-0.798505522,1,-28019.18815
G24051002610004,1073,75000,1282.287978,114.0260951,2.006523765,1.749301025,0,0.151122191,0.334593239,0.545351552,-0.697344612,1,-9816.957388
G24051002611001,1008,130000,1379.956349,105.0019841,2.066468254,1.862103175,0,0.181680041,0.389807751,0.516491009,-0.651168724,1,27957.68209
G24051002611002,1273,2.00E+05,1537.361351,96.46032993,2.169677926,1.977219167,0,0.230927902,0.442070326,0.46680025,-0.604045658,1,79951.80842
G24051002701011,391,112000,1452.225064,91.69820972,1.780051151,1.57544757,0,0.20429101,0.471207617,0.654387807,-0.768512029,1,-1790.456158
G24051002701012,624,66000,1393.974359,91.73237179,2.026442308,1.480769231,0,0.186065906,0.470998594,0.53576168,-0.807268882,1,-23248.58306
G24051002701021,417,87000,1263.707434,77.36450839,1.90647482,1.369304556,0,0.145308831,0.558909146,0.593520565,-0.85289727,1,-5185.606199
G24051002701022,670,77000,1209.026866,92.48507463,1.757462687,1.53880597,0,0.128200727,0.466393141,0.665263124,-0.783511374,1,-20522.01827
G24051002701023,600,79900,1326.648333,90.465,1.780833333,1.578333333,0,0.165001373,0.478753077,0.654011222,-0.767330733,1,-27566.19895
G24051002701024,694,87700,1320.825648,79.20893372,1.884005764,1.458213256,0,0.163179609,0.54762393,0.604338393,-0.816502236,1,-13908.95403
G24051002702001,317,96500,1537.567823,93.10725552,1.888012618,1.523659306,0,0.230992502,0.462586294,0.602409274,-0.789711705,1,-11300.48645
G24051002702002,276,92000,1693.931159,96.46376812,1.831521739,1.952898551,0.004794667,0.279914454,0.442049289,0.629607061,-0.614001373,0.992429987,-55449.57817
G24051002702003,305,85000,1638.534426,103.157377,1.896721311,1.740983607,0,0.262582281,0.40109408,0.598216435,-0.700749371,1,-35422.28525
G24051002703011,291,95000,1781.965636,96.69415808,1.939862543,1.780068729,0,0.307458113,0.440639636,0.577445896,-0.684749763,1,-39214.04269
G24051002703012,298,90000,1435.875839,95.14765101,1.729865772,1.610738255,0,0.19917577,0.450102023,0.678549783,-0.754065684,1,-25495.62944
G24051002703013,261,90000,1375.226054,88.81609195,1.584291188,1.666666667,0.052968054,0.180200057,0.488842011,0.748637318,-0.731171227,0.916371906,-38401.35265
G24051002703014,499,86900,1338.57515,84.52705411,1.723446894,1.579158317,0.003075451,0.168732959,0.515084722,0.68164018,-0.766993024,0.995144354,-29341.07724
G24051002703021,401,87900,1492.092269,93.95261845,1.780548628,1.798004988,0,0.216764404,0.457413895,0.654148294,-0.677407503,1,-41889.14657
G24051002703022,479,86950,1383.45929,94.50939457,1.808977035,1.676409186,0,0.182776019,0.45400723,0.64046131,-0.727183098,1,-25843.70168
G24051002704011,1098,77000,1249.664845,75.00546448,1.922131148,1.342440801,0,0.140915276,0.573343085,0.585982756,-0.863894026,1,-13430.75166
G24051002704012,715,80200,1204.391608,73.01678322,1.881118881,1.309090909,0.020045996,0.126750478,0.585510939,0.605728295,-0.877545902,0.968350575,-8857.814511
G24051002704013,454,75900,1368.030837,83.469163,1.862334802,1.766519824,0,0.177948864,0.521557486,0.614771974,-0.690296047,1,-47812.36375
G24051002704014,429,90000,1394.354312,82.08391608,1.793706294,1.794871795,0,0.186184783,0.530033194,0.647813477,-0.678690085,1,-42371.41208
G24051002704021,383,102000,1351.336815,71.91644909,1.687989556,1.420365535,0,0.172725746,0.592243393,0.698711274,-0.83199531,1,-16079.39155
G24051002704022,323,1.00E+05,1484.684211,87.52321981,1.712074303,1.622291022,0,0.214446619,0.496752519,0.687115565,-0.749336526,1,-26261.66949
G24051002704023,298,104924.5,1674.355705,93.68120805,1.791946309,1.862416107,0,0.273789812,0.459074534,0.64866083,-0.651040624,1,-39694.63927
G24051002704024,631,92500,1544.278922,86.94770206,1.84548336,1.711568938,0,0.233092227,0.500273856,0.622885177,-0.712790351,1,-36102.73423
G24051002705011,358,114950,1458.76257,79.91620112,1.63547486,1.664804469,0,0.206336423,0.543296476,0.72399471,-0.731933522,1,-23235.37812
G24051002705012,464,110000,1216.734914,82.5,1.547413793,1.594827586,0,0.130612372,0.527487362,0.766392105,-0.760578763,1,-12104.18379
G24051002705013,528,95500,1218.839015,65.96022727,1.898674242,1.248106061,0,0.131270689,0.628686859,0.597276188,-0.902510227,1,4921.063088
G24051002705014,929,1.00E+05,1267.756728,82.58234661,1.741657696,1.488697524,0,0.146575748,0.52698352,0.672872508,-0.804023412,1,-6280.955162
G24051002705021,443,96000,1542.370203,82.19638826,1.783295711,1.862302483,0,0.23249504,0.529345027,0.652825699,-0.651087137,1,-50357.67753
G24051002705022,605,92000,1272.261157,71.46115702,1.739669421,1.381818182,0,0.147985064,0.595029122,0.673829771,-0.847774781,1,-16032.55665
G24051002705023,582,98950,1332.049828,80.0790378,1.594501718,1.463917526,0,0.166691358,0.542300151,0.743721413,-0.814167176,1,-20057.38583
G24051002705024,594,104950,1495.434343,89.84848485,1.706228956,1.651515152,0,0.217810051,0.482525259,0.689929833,-0.737373543,1,-22484.67101
G24051002706001,348,95000,1457.16954,92.35057471,1.767241379,1.620689655,0,0.205838006,0.467216086,0.660555129,-0.74999205,1,-22461.10711
G24051002706002,474,91000,1567.449367,96.56329114,1.877637131,1.687763713,0,0.240341647,0.441440352,0.607404599,-0.722535089,1,-27841.05334
G24051002706003,550,88200,1264.487273,83.12181818,1.688181818,1.496363636,0.017427756,0.145552822,0.523682734,0.698618709,-0.800885267,0.972484357,-20829.21823
G24051002706004,559,87000,1343.54025,92.04472272,1.600178891,1.570661896,0,0.170286407,0.469087458,0.740988113,-0.770471058,1,-30311.75988
G24051002706005,248,92000,1131.899194,68.0766129,1.302419355,1.290322581,0,0.104069519,0.615737639,0.884345776,-0.885228771,1,-29738.78193
G24051002706006,260,77625,1127.207692,67.06153846,1.988461538,1.103846154,0,0.102601672,0.621948427,0.554047692,-0.961563438,1,8643.267726
G24051002707022,238,92000,1206.840336,69.02941176,1.405462185,1.466386555,0.254451252,0.12751662,0.609907887,0.834735343,-0.813156472,0.598262127,-35092.44108
G24051002707023,462,90250,1356.160173,91.84415584,1.729437229,1.528138528,0,0.174234847,0.470314638,0.678756106,-0.787878122,1,-17417.77319
G24051002707031,466,106000,1353.849785,84.06652361,1.826180258,1.510729614,0,0.173511988,0.517902503,0.632178742,-0.795004512,1,-776.5921395
G24051002707032,582,114950,1302.254296,86.21134021,1.68814433,1.529209622,0,0.157369124,0.504779326,0.698636758,-0.787439667,1,3530.138168
G24051002707033,419,99000,1064.861575,69.08114558,1.249403341,1.381861575,0,0.083095221,0.609591351,0.909870573,-0.847757018,1,-27436.08363
G24051002708011,473,73500,1087.264271,65.68498943,2,1.141649049,0,0.090104432,0.630370917,0.548492448,-0.946088714,1,3857.053631
G24051002708012,472,75250,1203.25,66.94279661,2,1.137711864,0,0.126393299,0.622674956,0.548492448,-0.947700411,1,-9.640909254
G24051002708013,351,79600,1315.88604,68.57264957,1.988603989,1.393162393,0,0.161634136,0.612702612,0.553979108,-0.843130995,1,-19451.84177
G24051002708014,603,78450,1105.124378,68.05306799,1.967661692,1.192371476,0,0.095692387,0.6158817,0.564061871,-0.925325341,1,4196.358703
G24051002708021,329,78900,1169.544073,67.15197568,1.993920973,1.112462006,0,0.115847606,0.621395082,0.551419223,-0.958036514,1,7200.409565
G24051002708022,219,71150,1196.155251,70.42009132,2,1.127853881,0,0.12417354,0.601398939,0.548492448,-0.951735806,1,-258.2690996
G24051002708023,142,77000,1330.612676,73.75352113,2,1.218309859,0.052636187,0.166241711,0.581003168,0.548492448,-0.914707388,0.91689587,-5100.929766
G24051002708024,381,74500,1275.380577,68.9160105,2,1.372703412,0,0.148961048,0.610601739,0.548492448,-0.851505939,1,-19787.12867
G24051002708025,380,74457.5,1198.252632,70.39736842,2,1.168421053,0,0.124829754,0.60153797,0.548492448,-0.935129516,1,91.9985365
G24051002708031,846,74096,1135.394799,71.49881797,2,1.222222222,0.001223439,0.105163201,0.594798692,0.548492448,-0.913105851,0.998068385,619.3161948
G24051002708032,75,75000,1267.266667,70.05333333,2,1.173333333,0.042063188,0.14642242,0.603642968,0.548492448,-0.93311866,0.933588946,-3330.114797
G24051002708033,724,78900,1225.436464,70.12569061,2,1.167127072,0,0.133334857,0.603200246,0.548492448,-0.935659211,1,2796.466714
G24051002708041,150,114950,1316.313333,77.35333333,1.806666667,1.606666667,0,0.161767825,0.558977522,0.641573647,-0.755732401,1,-2705.133318
G24051002708042,254,91250,1311.688976,66.61811024,2.011811024,1.803149606,0,0.160320986,0.624661567,0.542805977,-0.675301539,1,-36179.37467
G24051002708043,381,118000,1467.120735,84.67454068,1.967191601,1.732283465,0,0.208951472,0.514182317,0.564288198,-0.7043108,1,-2099.514372
G24051002708044,212,150000,1300.34434,92.40566038,1.601415094,1.518867925,0,0.156771549,0.466879042,0.740392937,-0.791673071,1,39203.30079
G24051002708051,419,75000,1240.610979,67.23150358,1.992840095,1.136038186,0,0.138082561,0.620908486,0.551939616,-0.948385537,1,-2553.739436
G24051002708052,400,60000,945.8075,72.4225,2.00375,1.1,0,0.045846351,0.589147093,0.546686993,-0.963137873,1,7183.516662
G24051002708053,430,59334.5,1387.653488,79.95348837,1.955813953,1.653488372,0,0.184088272,0.543068332,0.569766018,-0.7365658,1,-54979.29763
G24051002708054,472,62000,1263.252119,84.875,1.977754237,1.355932203,0,0.145166375,0.512955796,0.55920277,-0.858371282,1,-19107.60164
G24051002708055,515,92500,1388.945631,82.13980583,2.029126214,1.388349515,0.005692882,0.18449255,0.52969123,0.534469502,-0.845101161,0.991011849,2644.935245
G24051002709011,198,72218,1216.676768,75.91919192,2,1.126262626,0,0.130594179,0.567752394,0.548492448,-0.95238719,1,4045.383034
G24051002709012,410,73250,1254.082927,76.14634146,2,1.175609756,0,0.142297577,0.566362567,0.548492448,-0.932186799,1,-387.1465025
G24051002709013,403,74000,1217.091811,73.22580645,1.996277916,1.198511166,0,0.130724035,0.584232019,0.550284462,-0.922812041,1,-1556.389568
G24051002709021,519,78000,1282.015414,68.93641618,2,1.221579961,0,0.151036913,0.610476886,0.548492448,-0.913368762,1,-6178.831475
G24051002709022,305,77900,1236.596721,71.06229508,2,1.255737705,0,0.136826606,0.597469581,0.548492448,-0.899386191,1,-4274.516768
G24051002709023,550,78575,1307.509091,67.22545455,2,1.349090909,0,0.15901321,0.620945498,0.548492448,-0.861171785,1,-17315.61143
G24051002709031,445,70000,1316.341573,76.45393258,2.005617978,1.782022472,0,0.16177666,0.564480554,0.545787647,-0.683949993,1,-48835.53098
G24051002709032,428,131668.5,1413.857477,79.62149533,1.99182243,1.521028037,0,0.192286807,0.545099649,0.552429575,-0.790788823,1,26845.77009
G24051002709033,248,70950,1417.770161,76.83870968,2,1.919354839,0,0.193510983,0.562126274,0.548492448,-0.627732589,1,-63460.38278
G24051002710011,469,42500,1299.479744,95.35394456,2.003198294,1.159914712,0,0.15650104,0.448839805,0.546952615,-0.938611611,1,-17384.28602
G24051002710012,281,49900,1091.790036,80.66903915,1.893238434,1.241992883,0,0.091520424,0.538690196,0.599893282,-0.905012674,1,-21417.76517
G24051002710013,270,45000,1355.214815,100.7814815,2.031481481,1.27037037,0,0.173939069,0.415631126,0.533335547,-0.893396267,1,-19906.34342
G24051002710021,405,69900,1337.503704,79.64197531,1.922222222,1.375308642,0,0.168397731,0.544974341,0.585938907,-0.85043948,1,-24357.01129
G24051002710022,333,48000,1152.930931,90.32732733,2.007507508,1.159159159,0,0.110649793,0.479595435,0.544877925,-0.938920899,1,-6851.340319
G24051002710023,245,59950,1508.636735,91.28979592,2.108163265,1.342857143,0,0.22194073,0.473706519,0.496416759,-0.863723596,1,-22078.18516
G24051002710024,437,45000,1513.530892,89.81693364,2.178489703,1.519450801,0.007088305,0.223471982,0.482718307,0.46255778,-0.791434469,0.988808699,-46474.37451
G24051002710025,598,40000,1262.301003,89.04347826,2.006688963,1.193979933,0,0.144868796,0.487450735,0.545272016,-0.924666914,1,-24820.19837
G24051002711011,187,220000,1705.540107,26.69518717,2.946524064,2.048128342,0,0.283546586,0.868932138,0.092784195,-0.575018782,1,75632.37697
G24051002711013,308,93000,1402.431818,94.91233766,1.801948052,1.49025974,0,0.188712021,0.451541801,0.643845446,-0.803383914,1,-8098.467118
G24051002711021,93,395000,3740.989247,83.6344086,2.209677419,3.204301075,0.027306976,0.920384779,0.520546422,0.447542314,-0.101736115,0.956886647,51737.66894
G24051002711022,306,192000,2256.503268,94.29411765,2.086601307,1.983660131,0.052904811,0.455928385,0.455324413,0.50679786,-0.601409031,0.916471757,23166.07429
G24051002712001,246,245000,2193.682927,93.98373984,2.162601626,1.991869919,0,0.436273562,0.457223477,0.470207166,-0.598048331,1,82613.15427
G24051002712002,618,141750,1572.597087,92.21359223,1.947411003,1.640776699,0,0.241952232,0.468054221,0.573811656,-0.74176936,1,26531.30399
G24051002712003,544,261000,1824.5625,86.96875,2.111213235,1.981617647,0,0.320785545,0.500145073,0.494948337,-0.602245128,1,112668.1853
G24051002712004,294,350000,2546.605442,85.43197279,2.130952381,2.537414966,0.005189609,0.546693681,0.509547928,0.485444837,-0.374727881,0.991806437,120291.7835
G24051002712005,341,387000,2439.636364,76.71554252,2.12170088,2.42228739,0,0.513225886,0.562879879,0.489899014,-0.421855688,1,164108.3911
G24051002712006,545,3.00E+05,2249.680734,65.37981651,1.949541284,2.146788991,0,0.453793794,0.632238134,0.572786022,-0.534631758,1,88421.06249
G24051002713001,318,335000,2551.603774,74.0754717,1.921383648,2.518867925,0.007638462,0.548257527,0.579033296,0.586342643,-0.382320166,0.987940088,85032.88536
G24051002713002,160,244550,2044.81875,110.325,2.25,1.90625,0,0.389697899,0.35723859,0.428128827,-0.633097093,1,114983.8816
G24051002713003,193,335000,2876,101.8393782,2.248704663,2.347150259,0.004175612,0.649752525,0.409158327,0.428752473,-0.452613291,0.993407376,118809.9613
G24051002714001,124,363750,3536.016129,116.8387097,2.431451613,2.983870968,0,0.856254112,0.317384103,0.340768135,-0.191969819,1,86729.36404
G24051002714002,452,260000,2137.449115,110.6681416,2.225663717,1.96460177,0,0.41867949,0.355139059,0.43984564,-0.609210627,1,119727.7814
G24051002714003,417,275000,2247.088729,76.53717026,2.224220624,2.196642686,0.066633939,0.452982825,0.56397126,0.440540424,-0.514224004,0.894795656,86257.64881
G24051002715011,285,230000,1792.049123,88.2877193,1.771929825,1.919298246,0.191524539,0.310612969,0.492074888,0.658297856,-0.627755756,0.697613354,72398.67518
G24051002715012,104,274750,2249.701923,79.94230769,1.8125,2.336538462,0.026893164,0.453800424,0.543136741,0.638765163,-0.456957261,0.957539991,53921.99731
G24051002715013,281,250000,2115.743772,83.14590747,2.023131673,2.185053381,0,0.411888462,0.523535342,0.5373556,-0.518968119,1,62073.37726
G24051002715014,461,212000,1885.236443,86.96963124,1.898047722,1.854663774,0,0.339768816,0.500139681,0.597577829,-0.654214064,1,56342.2383
